Entity,Code,Date,Case fatality rate of COVID-19 (%) (Only observations with ≥100 cases) (%)
Dominican Republic,DOM,"May 5, 2020",4.202
Dominican Republic,DOM,"May 6, 2020",4.175
Dominican Republic,DOM,"May 7, 2020",4.11
Dominican Republic,DOM,"May 8, 2020",4.101
Dominican Republic,DOM,"May 9, 2020",4.053
Dominican Republic,DOM,"May 10, 2020",3.896
Dominican Republic,DOM,"May 11, 2020",3.75
Dominican Republic,DOM,"May 12, 2020",3.696
Dominican Republic,DOM,"May 13, 2020",3.688
Dominican Republic,DOM,"May 14, 2020",3.653
Dominican Republic,DOM,"May 15, 2020",3.728
Dominican Republic,DOM,"May 16, 2020",3.612
Dominican Republic,DOM,"May 17, 2020",3.565
Ecuador,ECU,"Mar 18, 2020",1.802
Ecuador,ECU,"Mar 19, 2020",1.786
Ecuador,ECU,"Mar 20, 2020",1.508
Ecuador,ECU,"Mar 21, 2020",1.643
Ecuador,ECU,"Mar 22, 2020",1.316
Ecuador,ECU,"Mar 23, 2020",1.774
Ecuador,ECU,"Mar 24, 2020",1.835
Ecuador,ECU,"Mar 25, 2020",2.495
Ecuador,ECU,"Mar 26, 2020",2.395
Ecuador,ECU,"Mar 27, 2020",2.423
Ecuador,ECU,"Mar 28, 2020",2.52
Ecuador,ECU,"Mar 29, 2020",2.616
Ecuador,ECU,"Mar 30, 2020",3.069
Ecuador,ECU,"Mar 31, 2020",3.154
Ecuador,ECU,"Apr 1, 2020",3.432
Ecuador,ECU,"Apr 2, 2020",4.351
Ecuador,ECU,"Apr 3, 2020",3.794
Ecuador,ECU,"Apr 4, 2020",4.305
Ecuador,ECU,"Apr 5, 2020",4.964
Ecuador,ECU,"Apr 6, 2020",4.937
Ecuador,ECU,"Apr 7, 2020",5.097
Ecuador,ECU,"Apr 8, 2020",5.507
Ecuador,ECU,"Apr 9, 2020",5.438
Ecuador,ECU,"Apr 10, 2020",5.478
Ecuador,ECU,"Apr 11, 2020",4.147
Ecuador,ECU,"Apr 12, 2020",4.341
Ecuador,ECU,"Apr 13, 2020",4.46
Ecuador,ECU,"Apr 14, 2020",4.715
Ecuador,ECU,"Apr 15, 2020",4.669
Ecuador,ECU,"Apr 16, 2020",4.938
Ecuador,ECU,"Apr 17, 2020",4.9
Ecuador,ECU,"Apr 18, 2020",4.982
Ecuador,ECU,"Apr 19, 2020",5.054
Ecuador,ECU,"Apr 20, 2020",5.006
Ecuador,ECU,"Apr 21, 2020",5.006
Ecuador,ECU,"Apr 22, 2020",5.001
Ecuador,ECU,"Apr 23, 2020",4.949
Ecuador,ECU,"Apr 24, 2020",5.008
Ecuador,ECU,"Apr 25, 2020",5.151
Ecuador,ECU,"Apr 26, 2020",5.151
Ecuador,ECU,"Apr 27, 2020",2.535
Ecuador,ECU,"Apr 28, 2020",2.853
Ecuador,ECU,"Apr 29, 2020",3.591
Ecuador,ECU,"Apr 30, 2020",3.579
Ecuador,ECU,"May 1, 2020",3.61
Ecuador,ECU,"May 2, 2020",4.036
Ecuador,ECU,"May 3, 2020",4.992
Ecuador,ECU,"May 4, 2020",5.295
Ecuador,ECU,"May 5, 2020",4.921
Ecuador,ECU,"May 6, 2020",4.921
Ecuador,ECU,"May 7, 2020",5.5
Ecuador,ECU,"May 8, 2020",5.459
Ecuador,ECU,"May 9, 2020",5.913
Ecuador,ECU,"May 10, 2020",5.906
Ecuador,ECU,"May 11, 2020",7.196
Ecuador,ECU,"May 12, 2020",7.269
Ecuador,ECU,"May 13, 2020",7.65
Ecuador,ECU,"May 14, 2020",7.656
Ecuador,ECU,"May 15, 2020",7.665
Ecuador,ECU,"May 16, 2020",8.244
Ecuador,ECU,"May 17, 2020",8.204
Egypt,EGY,"Mar 16, 2020",1.818
Egypt,EGY,"Mar 17, 2020",1.587
Egypt,EGY,"Mar 18, 2020",2.41
Egypt,EGY,"Mar 19, 2020",3.061
Egypt,EGY,"Mar 20, 2020",2.857
Egypt,EGY,"Mar 21, 2020",2.734
Egypt,EGY,"Mar 22, 2020",2.807
Egypt,EGY,"Mar 23, 2020",3.401
Egypt,EGY,"Mar 24, 2020",4.281
Egypt,EGY,"Mar 25, 2020",5.191
Egypt,EGY,"Mar 26, 2020",4.751
Egypt,EGY,"Mar 27, 2020",4.605
Egypt,EGY,"Mar 28, 2020",4.848
Egypt,EGY,"Mar 29, 2020",5.597
Egypt,EGY,"Mar 30, 2020",6.25
Egypt,EGY,"Mar 31, 2020",6.568
Egypt,EGY,"Apr 1, 2020",6.25
Egypt,EGY,"Apr 2, 2020",6.479
Egypt,EGY,"Apr 3, 2020",6.675
Egypt,EGY,"Apr 4, 2020",6.675
Egypt,EGY,"Apr 5, 2020",6.701
Egypt,EGY,"Apr 6, 2020",6.636
Egypt,EGY,"Apr 7, 2020",7.269
Egypt,EGY,"Apr 8, 2020",6.43
Egypt,EGY,"Apr 9, 2020",6.603
Egypt,EGY,"Apr 10, 2020",6.945
Egypt,EGY,"Apr 11, 2020",7.525
Egypt,EGY,"Apr 12, 2020",7.53
Egypt,EGY,"Apr 13, 2020",7.7
Egypt,EGY,"Apr 14, 2020",7.489
Egypt,EGY,"Apr 15, 2020",7.574
Egypt,EGY,"Apr 16, 2020",7.305
Egypt,EGY,"Apr 17, 2020",7.333
Egypt,EGY,"Apr 18, 2020",7.208
Egypt,EGY,"Apr 19, 2020",7.388
Egypt,EGY,"Apr 20, 2020",7.602
Egypt,EGY,"Apr 21, 2020",7.501
Egypt,EGY,"Apr 22, 2020",7.564
Egypt,EGY,"Apr 23, 2020",7.564
Egypt,EGY,"Apr 24, 2020",7.543
Egypt,EGY,"Apr 25, 2020",7.185
Egypt,EGY,"Apr 26, 2020",7.108
Egypt,EGY,"Apr 27, 2020",7.108
Egypt,EGY,"Apr 28, 2020",7.047
Egypt,EGY,"Apr 29, 2020",7.12
Egypt,EGY,"Apr 30, 2020",7.213
Egypt,EGY,"May 1, 2020",7.08
Egypt,EGY,"May 2, 2020",6.887
Egypt,EGY,"May 3, 2020",6.701
Egypt,EGY,"May 4, 2020",6.636
Egypt,EGY,"May 5, 2020",6.4
Egypt,EGY,"May 6, 2020",6.277
Egypt,EGY,"May 7, 2020",6.181
Egypt,EGY,"May 8, 2020",6.039
Egypt,EGY,"May 9, 2020",5.934
Egypt,EGY,"May 10, 2020",5.734
Egypt,EGY,"May 11, 2020",5.585
Egypt,EGY,"May 12, 2020",5.469
Egypt,EGY,"May 13, 2020",5.39
Egypt,EGY,"May 14, 2020",5.33
Egypt,EGY,"May 15, 2020",5.273
Egypt,EGY,"May 16, 2020",5.273
Egypt,EGY,"May 17, 2020",5.222
El Salvador,SLV,"Apr 9, 2020",4.854
El Salvador,SLV,"Apr 10, 2020",5.128
El Salvador,SLV,"Apr 11, 2020",5.085
El Salvador,SLV,"Apr 12, 2020",5.085
El Salvador,SLV,"Apr 13, 2020",4.8
El Salvador,SLV,"Apr 14, 2020",4.027
El Salvador,SLV,"Apr 15, 2020",3.774
El Salvador,SLV,"Apr 16, 2020",3.774
El Salvador,SLV,"Apr 17, 2020",3.659
El Salvador,SLV,"Apr 18, 2020",3.955
El Salvador,SLV,"Apr 19, 2020",3.684
El Salvador,SLV,"Apr 20, 2020",3.483
El Salvador,SLV,"Apr 21, 2020",3.211
El Salvador,SLV,"Apr 22, 2020",3.111
El Salvador,SLV,"Apr 23, 2020",3.376
El Salvador,SLV,"Apr 24, 2020",3.2
El Salvador,SLV,"Apr 25, 2020",3.065
El Salvador,SLV,"Apr 26, 2020",2.685
El Salvador,SLV,"Apr 27, 2020",2.685
El Salvador,SLV,"Apr 28, 2020",2.477
El Salvador,SLV,"Apr 29, 2020",2.609
El Salvador,SLV,"Apr 30, 2020",2.387
El Salvador,SLV,"May 1, 2020",2.358
El Salvador,SLV,"May 2, 2020",2.242
El Salvador,SLV,"May 3, 2020",2.466
El Salvador,SLV,"May 4, 2020",2.162
El Salvador,SLV,"May 5, 2020",2.215
El Salvador,SLV,"May 6, 2020",2.385
El Salvador,SLV,"May 7, 2020",2.158
El Salvador,SLV,"May 8, 2020",2.158
El Salvador,SLV,"May 9, 2020",2.041
El Salvador,SLV,"May 10, 2020",1.912
El Salvador,SLV,"May 11, 2020",1.775
El Salvador,SLV,"May 12, 2020",1.804
El Salvador,SLV,"May 13, 2020",1.929
El Salvador,SLV,"May 14, 2020",1.799
El Salvador,SLV,"May 15, 2020",1.901
El Salvador,SLV,"May 16, 2020",1.976
El Salvador,SLV,"May 17, 2020",2.055
Equatorial Guinea,GNQ,"Apr 25, 2020",0.472
Equatorial Guinea,GNQ,"Apr 26, 2020",0.467
Equatorial Guinea,GNQ,"Apr 27, 2020",0.388
Equatorial Guinea,GNQ,"Apr 28, 2020",0.388
Equatorial Guinea,GNQ,"Apr 29, 2020",0.317
Equatorial Guinea,GNQ,"Apr 30, 2020",0.317
Equatorial Guinea,GNQ,"May 1, 2020",0.317
Equatorial Guinea,GNQ,"May 2, 2020",0.317
Equatorial Guinea,GNQ,"May 3, 2020",0.317
Equatorial Guinea,GNQ,"May 4, 2020",0.317
Equatorial Guinea,GNQ,"May 5, 2020",0.635
Equatorial Guinea,GNQ,"May 6, 2020",0.911
Equatorial Guinea,GNQ,"May 7, 2020",0.911
Equatorial Guinea,GNQ,"May 8, 2020",0.911
Equatorial Guinea,GNQ,"May 9, 2020",0.911
Equatorial Guinea,GNQ,"May 10, 2020",0.911
Equatorial Guinea,GNQ,"May 11, 2020",0.911
Equatorial Guinea,GNQ,"May 12, 2020",0.911
Equatorial Guinea,GNQ,"May 13, 2020",0.911
Equatorial Guinea,GNQ,"May 14, 2020",1.149
Equatorial Guinea,GNQ,"May 15, 2020",1.178
Equatorial Guinea,GNQ,"May 16, 2020",1.178
Equatorial Guinea,GNQ,"May 17, 2020",1.178
Estonia,EST,"Mar 15, 2020",0
Estonia,EST,"Mar 16, 2020",0
Estonia,EST,"Mar 17, 2020",0
Estonia,EST,"Mar 18, 2020",0
Estonia,EST,"Mar 19, 2020",0
Estonia,EST,"Mar 20, 2020",0
Estonia,EST,"Mar 21, 2020",0
Estonia,EST,"Mar 22, 2020",0
Estonia,EST,"Mar 23, 2020",0
Estonia,EST,"Mar 24, 2020",0
Estonia,EST,"Mar 25, 2020",0
Estonia,EST,"Mar 26, 2020",0.248
Estonia,EST,"Mar 27, 2020",0.186
Estonia,EST,"Mar 28, 2020",0.174
Estonia,EST,"Mar 29, 2020",0.156
Estonia,EST,"Mar 30, 2020",0.442
Estonia,EST,"Mar 31, 2020",0.42
Estonia,EST,"Apr 1, 2020",0.537
Estonia,EST,"Apr 2, 2020",0.642
Estonia,EST,"Apr 3, 2020",1.282
Estonia,EST,"Apr 4, 2020",1.249
Estonia,EST,"Apr 5, 2020",1.277
Estonia,EST,"Apr 6, 2020",1.367
Estonia,EST,"Apr 7, 2020",1.715
Estonia,EST,"Apr 8, 2020",1.828
Estonia,EST,"Apr 9, 2020",2.025
Estonia,EST,"Apr 10, 2020",1.988
Estonia,EST,"Apr 11, 2020",1.908
Estonia,EST,"Apr 12, 2020",1.84
Estonia,EST,"Apr 13, 2020",1.91
Estonia,EST,"Apr 14, 2020",2.102
Estonia,EST,"Apr 15, 2020",2.258
Estonia,EST,"Apr 16, 2020",2.496
Estonia,EST,"Apr 17, 2020",2.51
Estonia,EST,"Apr 18, 2020",2.605
Estonia,EST,"Apr 19, 2020",2.513
Estonia,EST,"Apr 20, 2020",2.618
Estonia,EST,"Apr 21, 2020",2.606
Estonia,EST,"Apr 22, 2020",2.771
Estonia,EST,"Apr 23, 2020",2.822
Estonia,EST,"Apr 24, 2020",2.827
Estonia,EST,"Apr 25, 2020",2.866
Estonia,EST,"Apr 26, 2020",2.813
Estonia,EST,"Apr 27, 2020",2.982
Estonia,EST,"Apr 28, 2020",3.036
Estonia,EST,"Apr 29, 2020",3.012
Estonia,EST,"Apr 30, 2020",3.001
Estonia,EST,"May 1, 2020",3.079
Estonia,EST,"May 2, 2020",3.07
Estonia,EST,"May 3, 2020",3.119
Estonia,EST,"May 4, 2020",3.235
Estonia,EST,"May 5, 2020",3.23
Estonia,EST,"May 6, 2020",3.214
Estonia,EST,"May 7, 2020",3.211
Estonia,EST,"May 8, 2020",3.256
Estonia,EST,"May 9, 2020",3.246
Estonia,EST,"May 10, 2020",3.462
Estonia,EST,"May 11, 2020",3.45
Estonia,EST,"May 12, 2020",3.504
Estonia,EST,"May 13, 2020",3.494
Estonia,EST,"May 14, 2020",3.484
Estonia,EST,"May 15, 2020",3.527
Estonia,EST,"May 16, 2020",3.567
Estonia,EST,"May 17, 2020",3.559
Ethiopia,ETH,"Apr 19, 2020",2.857
Ethiopia,ETH,"Apr 20, 2020",2.778
Ethiopia,ETH,"Apr 21, 2020",2.703
Ethiopia,ETH,"Apr 22, 2020",2.632
Ethiopia,ETH,"Apr 23, 2020",2.586
Ethiopia,ETH,"Apr 24, 2020",2.586
Ethiopia,ETH,"Apr 25, 2020",2.564
Ethiopia,ETH,"Apr 26, 2020",2.459
Ethiopia,ETH,"Apr 27, 2020",2.439
Ethiopia,ETH,"Apr 28, 2020",2.419
Ethiopia,ETH,"Apr 29, 2020",2.381
Ethiopia,ETH,"Apr 30, 2020",2.308
Ethiopia,ETH,"May 1, 2020",2.29
Ethiopia,ETH,"May 2, 2020",2.256
Ethiopia,ETH,"May 3, 2020",2.256
Ethiopia,ETH,"May 4, 2020",2.222
Ethiopia,ETH,"May 5, 2020",2.143
Ethiopia,ETH,"May 6, 2020",2.759
Ethiopia,ETH,"May 7, 2020",2.469
Ethiopia,ETH,"May 8, 2020",2.094
Ethiopia,ETH,"May 9, 2020",2.062
Ethiopia,ETH,"May 10, 2020",2.381
Ethiopia,ETH,"May 11, 2020",2.092
Ethiopia,ETH,"May 12, 2020",2
Ethiopia,ETH,"May 13, 2020",1.916
Ethiopia,ETH,"May 14, 2020",1.901
Ethiopia,ETH,"May 15, 2020",1.838
Ethiopia,ETH,"May 16, 2020",1.742
Ethiopia,ETH,"May 17, 2020",1.634
Europe,,"Feb 23, 2020",2.459
Europe,,"Feb 24, 2020",1.676
Europe,,"Feb 25, 2020",2.527
Europe,,"Feb 26, 2020",3.125
Europe,,"Feb 27, 2020",2.887
Europe,,"Feb 28, 2020",2.292
Europe,,"Feb 29, 2020",2.018
Europe,,"Mar 1, 2020",2.013
Europe,,"Mar 2, 2020",1.684
Europe,,"Mar 3, 2020",2.015
Europe,,"Mar 4, 2020",2.445
Europe,,"Mar 5, 2020",2.55
Europe,,"Mar 6, 2020",2.694
Europe,,"Mar 7, 2020",2.717
Europe,,"Mar 8, 2020",2.496
Europe,,"Mar 9, 2020",3.082
Europe,,"Mar 10, 2020",3.248
Europe,,"Mar 11, 2020",3.645
Europe,,"Mar 12, 2020",3.78
Europe,,"Mar 13, 2020",3.716
Europe,,"Mar 14, 2020",3.821
Europe,,"Mar 15, 2020",3.583
Europe,,"Mar 16, 2020",4.038
Europe,,"Mar 17, 2020",4.047
Europe,,"Mar 18, 2020",4.189
Europe,,"Mar 19, 2020",4.336
Europe,,"Mar 20, 2020",4.243
Europe,,"Mar 21, 2020",4.331
Europe,,"Mar 22, 2020",4.609
Europe,,"Mar 23, 2020",4.799
Europe,,"Mar 24, 2020",4.884
Europe,,"Mar 25, 2020",5.142
Europe,,"Mar 26, 2020",5.351
Europe,,"Mar 27, 2020",5.46
Europe,,"Mar 28, 2020",5.697
Europe,,"Mar 29, 2020",5.925
Europe,,"Mar 30, 2020",6.127
Europe,,"Mar 31, 2020",6.365
Europe,,"Apr 1, 2020",6.604
Europe,,"Apr 2, 2020",6.804
Europe,,"Apr 3, 2020",7.045
Europe,,"Apr 4, 2020",7.488
Europe,,"Apr 5, 2020",7.751
Europe,,"Apr 6, 2020",7.877
Europe,,"Apr 7, 2020",8.058
Europe,,"Apr 8, 2020",8.463
Europe,,"Apr 9, 2020",8.611
Europe,,"Apr 10, 2020",8.857
Europe,,"Apr 11, 2020",9.036
Europe,,"Apr 12, 2020",9.092
Europe,,"Apr 13, 2020",9.167
Europe,,"Apr 14, 2020",9.275
Europe,,"Apr 15, 2020",9.442
Europe,,"Apr 16, 2020",9.653
Europe,,"Apr 17, 2020",9.789
Europe,,"Apr 18, 2020",9.894
Europe,,"Apr 19, 2020",10.007
Europe,,"Apr 20, 2020",9.987
Europe,,"Apr 21, 2020",10.002
Europe,,"Apr 22, 2020",10.112
Europe,,"Apr 23, 2020",10.166
Europe,,"Apr 24, 2020",10.206
Europe,,"Apr 25, 2020",10.226
Europe,,"Apr 26, 2020",10.261
Europe,,"Apr 27, 2020",10.197
Europe,,"Apr 28, 2020",10.218
Europe,,"Apr 29, 2020",10.281
Europe,,"Apr 30, 2020",10.317
Europe,,"May 1, 2020",10.296
Europe,,"May 2, 2020",10.274
Europe,,"May 3, 2020",10.236
Europe,,"May 4, 2020",10.159
Europe,,"May 5, 2020",10.11
Europe,,"May 6, 2020",10.1
Europe,,"May 7, 2020",10.057
Europe,,"May 8, 2020",10
Europe,,"May 9, 2020",9.972
Europe,,"May 10, 2020",9.887
Europe,,"May 11, 2020",9.816
Europe,,"May 12, 2020",9.76
Europe,,"May 13, 2020",9.744
Europe,,"May 14, 2020",9.718
Europe,,"May 15, 2020",9.695
Europe,,"May 16, 2020",9.653
Europe,,"May 17, 2020",9.612
European Union,,"Feb 23, 2020",2.5
European Union,,"Feb 24, 2020",1.695
European Union,,"Feb 25, 2020",2.545
European Union,,"Feb 26, 2020",3.15
European Union,,"Feb 27, 2020",2.917
European Union,,"Feb 28, 2020",2.34
European Union,,"Feb 29, 2020",2.063
European Union,,"Mar 1, 2020",2.067
European Union,,"Mar 2, 2020",1.684
European Union,,"Mar 3, 2020",2.035
European Union,,"Mar 4, 2020",2.493
European Union,,"Mar 5, 2020",2.628
European Union,,"Mar 6, 2020",2.776
European Union,,"Mar 7, 2020",2.841
European Union,,"Mar 8, 2020",2.609
European Union,,"Mar 9, 2020",3.214
European Union,,"Mar 10, 2020",3.37
European Union,,"Mar 11, 2020",3.804
European Union,,"Mar 12, 2020",3.964
European Union,,"Mar 13, 2020",3.897
European Union,,"Mar 14, 2020",3.998
European Union,,"Mar 15, 2020",3.754
European Union,,"Mar 16, 2020",4.282
European Union,,"Mar 17, 2020",4.257
European Union,,"Mar 18, 2020",4.406
European Union,,"Mar 19, 2020",4.55
European Union,,"Mar 20, 2020",4.45
European Union,,"Mar 21, 2020",4.545
European Union,,"Mar 22, 2020",4.848
European Union,,"Mar 23, 2020",5.063
European Union,,"Mar 24, 2020",5.152
European Union,,"Mar 25, 2020",5.414
European Union,,"Mar 26, 2020",5.634
European Union,,"Mar 27, 2020",5.726
European Union,,"Mar 28, 2020",5.978
European Union,,"Mar 29, 2020",6.214
European Union,,"Mar 30, 2020",6.432
European Union,,"Mar 31, 2020",6.679
European Union,,"Apr 1, 2020",6.912
European Union,,"Apr 2, 2020",7.13
European Union,,"Apr 3, 2020",7.385
European Union,,"Apr 4, 2020",7.861
European Union,,"Apr 5, 2020",8.139
European Union,,"Apr 6, 2020",8.282
European Union,,"Apr 7, 2020",8.481
European Union,,"Apr 8, 2020",8.917
European Union,,"Apr 9, 2020",9.074
European Union,,"Apr 10, 2020",9.351
European Union,,"Apr 11, 2020",9.559
European Union,,"Apr 12, 2020",9.632
European Union,,"Apr 13, 2020",9.734
European Union,,"Apr 14, 2020",9.877
European Union,,"Apr 15, 2020",10.078
European Union,,"Apr 16, 2020",10.341
European Union,,"Apr 17, 2020",10.518
European Union,,"Apr 18, 2020",10.67
European Union,,"Apr 19, 2020",10.833
European Union,,"Apr 20, 2020",10.859
European Union,,"Apr 21, 2020",10.923
European Union,,"Apr 22, 2020",11.089
European Union,,"Apr 23, 2020",11.19
European Union,,"Apr 24, 2020",11.272
European Union,,"Apr 25, 2020",11.337
European Union,,"Apr 26, 2020",11.427
European Union,,"Apr 27, 2020",11.408
European Union,,"Apr 28, 2020",11.481
European Union,,"Apr 29, 2020",11.606
European Union,,"Apr 30, 2020",11.688
European Union,,"May 1, 2020",11.718
European Union,,"May 2, 2020",11.748
European Union,,"May 3, 2020",11.783
European Union,,"May 4, 2020",11.78
European Union,,"May 5, 2020",11.802
European Union,,"May 6, 2020",11.864
European Union,,"May 7, 2020",11.879
European Union,,"May 8, 2020",11.887
European Union,,"May 9, 2020",11.923
European Union,,"May 10, 2020",11.888
European Union,,"May 11, 2020",11.877
European Union,,"May 12, 2020",11.885
European Union,,"May 13, 2020",11.933
European Union,,"May 14, 2020",11.966
European Union,,"May 15, 2020",11.996
European Union,,"May 16, 2020",12.008
European Union,,"May 17, 2020",12.01
Faeroe Islands,FRO,"Mar 23, 2020",0
Faeroe Islands,FRO,"Mar 24, 2020",0
Faeroe Islands,FRO,"Mar 25, 2020",0
Faeroe Islands,FRO,"Mar 26, 2020",0
Faeroe Islands,FRO,"Mar 27, 2020",0
Faeroe Islands,FRO,"Mar 28, 2020",0
Faeroe Islands,FRO,"Mar 29, 2020",0
Faeroe Islands,FRO,"Mar 30, 2020",0
Faeroe Islands,FRO,"Mar 31, 2020",0
Faeroe Islands,FRO,"Apr 1, 2020",0
Faeroe Islands,FRO,"Apr 2, 2020",0
Faeroe Islands,FRO,"Apr 3, 2020",0
Faeroe Islands,FRO,"Apr 4, 2020",0
Faeroe Islands,FRO,"Apr 5, 2020",0
Faeroe Islands,FRO,"Apr 6, 2020",0
Faeroe Islands,FRO,"Apr 7, 2020",0
Faeroe Islands,FRO,"Apr 8, 2020",0
Faeroe Islands,FRO,"Apr 9, 2020",0
Faeroe Islands,FRO,"Apr 10, 2020",0
Faeroe Islands,FRO,"Apr 11, 2020",0
Faeroe Islands,FRO,"Apr 12, 2020",0
Faeroe Islands,FRO,"Apr 13, 2020",0
Faeroe Islands,FRO,"Apr 14, 2020",0
Faeroe Islands,FRO,"Apr 15, 2020",0
Faeroe Islands,FRO,"Apr 16, 2020",0
Faeroe Islands,FRO,"Apr 17, 2020",0
Faeroe Islands,FRO,"Apr 18, 2020",0
Faeroe Islands,FRO,"Apr 19, 2020",0
Faeroe Islands,FRO,"Apr 20, 2020",0
Faeroe Islands,FRO,"Apr 21, 2020",0
Faeroe Islands,FRO,"Apr 22, 2020",0
Faeroe Islands,FRO,"Apr 23, 2020",0
Faeroe Islands,FRO,"Apr 24, 2020",0
Faeroe Islands,FRO,"Apr 25, 2020",0
Faeroe Islands,FRO,"Apr 26, 2020",0
Faeroe Islands,FRO,"Apr 27, 2020",0
Faeroe Islands,FRO,"Apr 28, 2020",0
Faeroe Islands,FRO,"Apr 29, 2020",0
Faeroe Islands,FRO,"Apr 30, 2020",0
Faeroe Islands,FRO,"May 1, 2020",0
Faeroe Islands,FRO,"May 2, 2020",0
Faeroe Islands,FRO,"May 3, 2020",0
Faeroe Islands,FRO,"May 4, 2020",0
Faeroe Islands,FRO,"May 5, 2020",0
Faeroe Islands,FRO,"May 6, 2020",0
Faeroe Islands,FRO,"May 7, 2020",0
Faeroe Islands,FRO,"May 8, 2020",0
Faeroe Islands,FRO,"May 9, 2020",0
Faeroe Islands,FRO,"May 10, 2020",0
Faeroe Islands,FRO,"May 11, 2020",0
Faeroe Islands,FRO,"May 12, 2020",0
Faeroe Islands,FRO,"May 13, 2020",0
Faeroe Islands,FRO,"May 14, 2020",0
Faeroe Islands,FRO,"May 15, 2020",0
Faeroe Islands,FRO,"May 16, 2020",0
Faeroe Islands,FRO,"May 17, 2020",0
Finland,FIN,"Mar 13, 2020",0
Finland,FIN,"Mar 14, 2020",0
Finland,FIN,"Mar 15, 2020",0
Finland,FIN,"Mar 16, 2020",0
Finland,FIN,"Mar 17, 2020",0
Finland,FIN,"Mar 18, 2020",0
Finland,FIN,"Mar 19, 2020",0
Finland,FIN,"Mar 20, 2020",0
Finland,FIN,"Mar 21, 2020",0
Finland,FIN,"Mar 22, 2020",0.192
Finland,FIN,"Mar 23, 2020",0.16
Finland,FIN,"Mar 24, 2020",0.143
Finland,FIN,"Mar 25, 2020",0.126
Finland,FIN,"Mar 26, 2020",0.341
Finland,FIN,"Mar 27, 2020",0.418
Finland,FIN,"Mar 28, 2020",0.683
Finland,FIN,"Mar 29, 2020",0.739
Finland,FIN,"Mar 30, 2020",0.903
Finland,FIN,"Mar 31, 2020",0.99
Finland,FIN,"Apr 1, 2020",1.228
Finland,FIN,"Apr 2, 2020",1.176
Finland,FIN,"Apr 3, 2020",1.252
Finland,FIN,"Apr 4, 2020",1.238
Finland,FIN,"Apr 5, 2020",1.328
Finland,FIN,"Apr 6, 2020",1.401
Finland,FIN,"Apr 7, 2020",1.241
Finland,FIN,"Apr 8, 2020",1.473
Finland,FIN,"Apr 9, 2020",1.608
Finland,FIN,"Apr 10, 2020",1.612
Finland,FIN,"Apr 11, 2020",1.733
Finland,FIN,"Apr 12, 2020",1.687
Finland,FIN,"Apr 13, 2020",1.883
Finland,FIN,"Apr 14, 2020",1.926
Finland,FIN,"Apr 15, 2020",2.025
Finland,FIN,"Apr 16, 2020",2.224
Finland,FIN,"Apr 17, 2020",2.226
Finland,FIN,"Apr 18, 2020",2.35
Finland,FIN,"Apr 19, 2020",2.445
Finland,FIN,"Apr 20, 2020",2.485
Finland,FIN,"Apr 21, 2020",2.534
Finland,FIN,"Apr 22, 2020",3.513
Finland,FIN,"Apr 23, 2020",3.609
Finland,FIN,"Apr 24, 2020",4.015
Finland,FIN,"Apr 25, 2020",4.027
Finland,FIN,"Apr 26, 2020",4.156
Finland,FIN,"Apr 27, 2020",4.152
Finland,FIN,"Apr 28, 2020",4.111
Finland,FIN,"Apr 29, 2020",4.198
Finland,FIN,"Apr 30, 2020",4.199
Finland,FIN,"May 1, 2020",4.224
Finland,FIN,"May 2, 2020",4.316
Finland,FIN,"May 3, 2020",4.248
Finland,FIN,"May 4, 2020",4.378
Finland,FIN,"May 5, 2020",4.505
Finland,FIN,"May 6, 2020",4.545
Finland,FIN,"May 7, 2020",4.522
Finland,FIN,"May 8, 2020",4.495
Finland,FIN,"May 9, 2020",4.531
Finland,FIN,"May 10, 2020",4.507
Finland,FIN,"May 11, 2020",4.478
Finland,FIN,"May 12, 2020",4.529
Finland,FIN,"May 13, 2020",4.581
Finland,FIN,"May 14, 2020",4.691
Finland,FIN,"May 15, 2020",4.67
Finland,FIN,"May 16, 2020",4.705
Finland,FIN,"May 17, 2020",4.725
France,FRA,"Mar 1, 2020",2
France,FRA,"Mar 2, 2020",1.538
France,FRA,"Mar 3, 2020",1.685
France,FRA,"Mar 4, 2020",1.887
France,FRA,"Mar 5, 2020",1.404
France,FRA,"Mar 6, 2020",1.655
France,FRA,"Mar 7, 2020",1.468
France,FRA,"Mar 8, 2020",1.397
France,FRA,"Mar 9, 2020",1.687
France,FRA,"Mar 10, 2020",2.125
France,FRA,"Mar 11, 2020",1.85
France,FRA,"Mar 12, 2020",2.104
France,FRA,"Mar 13, 2020",2.121
France,FRA,"Mar 14, 2020",2.158
France,FRA,"Mar 15, 2020",2.023
France,FRA,"Mar 16, 2020",2.342
France,FRA,"Mar 17, 2020",2.231
France,FRA,"Mar 18, 2020",2.264
France,FRA,"Mar 19, 2020",2.671
France,FRA,"Mar 20, 2020",3.383
France,FRA,"Mar 21, 2020",3.568
France,FRA,"Mar 22, 2020",3.887
France,FRA,"Mar 23, 2020",4.208
France,FRA,"Mar 24, 2020",4.331
France,FRA,"Mar 25, 2020",4.932
France,FRA,"Mar 26, 2020",5.275
France,FRA,"Mar 27, 2020",5.817
France,FRA,"Mar 28, 2020",6.052
France,FRA,"Mar 29, 2020",6.158
France,FRA,"Mar 30, 2020",6.487
France,FRA,"Mar 31, 2020",6.788
France,FRA,"Apr 1, 2020",6.758
France,FRA,"Apr 2, 2020",7.075
France,FRA,"Apr 3, 2020",7.619
